,tweet_created_at,tweet_full_text,text_clean
2953,Fri Sep 07 15:18:26 +0000 2018,"WARNING: Some people are very allergic to work boots. 

#KaepernickNike #Kaepernick #JustDoIt #JustDoWhat https://t.co/2qtlWWhLYB",warn some peopl are veri allerg to work boot kaepernicknik kaepernick justdoit justdowhat url
2987,Fri Sep 07 15:18:02 +0000 2018,"“ I don’t like to loose - at anything 
Yet I’ve grown most not from victories, but setbacks. If winning is Gods reward, then loosing is how he teaches us.  Serena Williams
#Nike 
#JustDoIt https://t.co/Rl8MaMutXL",i like to loos at anyth yet grown most not from victori but setback if win is god reward then loos is how he teach us serena william nike justdoit url
4065,Fri Sep 07 15:17:46 +0000 2018,I'm good with this. Watching it right now. I like this guy... Not sure what anyone's issue with Elon is. This guy is who should be on these #justdoit memes. He dug a hole in LA. He just DID that. https://t.co/XXoVn8wrkY,im good with thi watch it right now i like thi guy not sure what anyon issu with elon is thi guy is who should be on these justdoit meme he dug a hole in la he just did that url
4882,Fri Sep 07 15:17:38 +0000 2018,.@oregonmba's visited @nike in Beijing and learned a great deal about influencer marketing. Nike is finding a way to connect with the youth culture in China and influence human potential through sport. Huge shout out to Kevin Li for the visit and free swag!#JustDoIt #EngagingAsia https://t.co/LFaN1i2m9S,user_ment visit user_ment in beij and learn a great deal about influenc market nike is find a way to connect with the youth cultur in china and influenc human potenti through sport huge shout out to kevin li for the visit and free swag justdoit engagingasia url
3707,Fri Sep 07 15:17:37 +0000 2018,That is all the ROI required for @Nike’s campaign. Congrats champs! #nikedidit #justdoit https://t.co/MX7mIF2nWJ,that is all the roi requir for user_ment campaign congrat champ nikedidit justdoit url
5032,Fri Sep 07 15:17:31 +0000 2018,I’ve done a full 180 on these @Nike ads... the internet is shining in all its glory over this one! #JustDoIt,done a full on these user_ment ad the internet is shine in all it glori over thi one justdoit
1794,Fri Sep 07 15:17:15 +0000 2018,"This is how @Nike responded to people burning their Nike gear after the new @Kaepernick7 ad collaboration! 

Troll Level Max #JustDoIt #JustBurnIt https://t.co/shFv2lUL0w",thi is how user_ment respond to peopl burn their nike gear after the new user_ment ad collabor troll level max justdoit justburnit url
1828,Fri Sep 07 15:17:06 +0000 2018,I DON'T EVEN FOLLOW #FOOTBALL BUT THIS WAS #FUNNY 🤣🤣🤣🦅#justDoit https://t.co/KpHqTxtgka,i dont even follow footbal but thi wa funni justdoit url
171,Fri Sep 07 15:17:00 +0000 2018,"#JustDoIt = Spit on America

Shop Under Armour or Puma, anyone but Lefty Nike.

Nike had to know this would spark an angry reaction.

https://t.co/DuyUFd6TsQ https://t.co/HFrEM5Nl4x",justdoit spit on america shop under armour or puma anyon but lefti nike nike had to know thi would spark an angri reaction url url
1659,Fri Sep 07 15:16:56 +0000 2018,"Best one, yet. #JustDoIt #coplogic https://t.co/aP3MpLgDXl",best one yet justdoit coplog url
4537,Fri Sep 07 15:16:44 +0000 2018,"Hey Twisty Trump. Please make everybody in the Whitehouse  take a lie detector test.  Include your family &amp; make the results public.  The world will know exactly what they think of you.  Believe me, you won’t come out on top.

Come on, we dare you!
#JustDoIt https://t.co/jfB7XFkdAP",hey twisti trump pleas make everybodi in the whitehous take a lie detector test includ your famili make the result public the world will know exactli what they think of you believ me you come out on top come on we dare you justdoit url
4448,Fri Sep 07 15:16:29 +0000 2018,So...I’m just going to leave this right here. #JustDoIt https://t.co/tdbiUHNeoh,so just go to leav thi right here justdoit url
852,Fri Sep 07 15:16:00 +0000 2018,WE TOGETHER! THIS IS NOT A REQUEST😂 #JustDoIt https://t.co/Wdl9WJt6DY,we togeth thi is not a justdoit url
2583,Fri Sep 07 15:15:59 +0000 2018,"#JustDoIt 
Join the club of #ObAnes excellence because #patientsafety &amp; #maternalhealth matters to all of us 

#ObAnes makes a difference 

@SOAPHQ @ASALifeline @APSForg @MySMFM @acog https://t.co/8Nnzqy6lgo",justdoit join the club of oban excel becaus patientsafeti maternalhealth matter to all of us oban make a differ user_ment user_ment user_ment user_ment user_ment url
3672,Fri Sep 07 15:15:54 +0000 2018,"ALL NEW #FritzCast #podcast is up! #FridayFeeling
-#Nike #JustDoIt hysteria!
-#CoryBooker grandstanding @ #KavanaughHearings hysteria!
-#NetDE #DelawarePrimary results
#politics #uspolitics #libertarian #liberty #talkradio #millennial #Election2018 #tlot https://t.co/M56Obu6L0W",all new fritzcast podcast is up fridayfeel nike justdoit hysteria corybook grandstand kavanaughhear hysteria netd delawareprimari result polit uspolit libertarian liberti talkradio millenni election2018 tlot url
711,Fri Sep 07 15:15:50 +0000 2018,"@realDonaldTrump That free speech is in the Constitution and that @Kaepernick7  is a brave individual that epitomizes their ""Just Do It"" concept. You should know about that; you've done plenty of things despite the consequences of your actions. #KaepernickNike #JustDoIt",user_ment that free speech is in the constitut and that user_ment is a brave individu that epitom their just do it concept you should know about that youv done plenti of thing despit the consequ of your action kaepernicknik justdoit
3116,Fri Sep 07 15:15:49 +0000 2018,"@cthagod The commercial is self explanatory, because some don’t care, there is a lot, who do, we live here to, we matter to, oh but we cant say that🤫#justdoit✔️",user_ment the commerci is self explanatori becaus some care there is a lot who do we live here to we matter to oh but we cant say
4088,Fri Sep 07 15:15:28 +0000 2018,"If you watched The Kaepernick Nike commercial and you were enraged, then you might be a snowflake little bitch. #JustDoIt",if you watch the kaepernick nike commerci and you were enrag then you might be a snowflak littl bitch justdoit
877,Fri Sep 07 15:15:20 +0000 2018,"@PattrickLewis @Jackie_Paper90 @SpattyAl @FoxNews @Nike There has also been a 17% increase in 2nd degree burns because these rocket scientists forgot to take their shoes off first.  Hey everyone!  I want to have a big bonfire of Nike shoes but ONLY size 9, send them to me,  #JustDoIt",user_ment user_ment user_ment user_ment user_ment there ha also been a increas in degre burn becaus these rocket scientist forgot to take their shoe off first hey everyon i want to have a big bonfir of nike shoe but onli size send them to me justdoit
180,Fri Sep 07 15:15:15 +0000 2018,Excited to have been quoted in this article by @byalisonbowen  via @chicagotribune about the psychology behind boycotting or supporting Nike's newest campaign with Colin Kaepernick and using money as your voice. Check it out here: https://t.co/5ARiWKFxlU  #justdoit,excit to have been quot in thi articl by user_ment via user_ment about the psycholog behind boycot or support nike newest campaign with colin kaepernick and use money as your voic check it out here url justdoit
48,Fri Sep 07 15:15:14 +0000 2018,@realDonaldTrump Their stock is up today! Go Nike! #JustDoIt,user_ment their stock is up today go nike justdoit
4991,Fri Sep 07 15:15:05 +0000 2018,"Check out our #SALE now! 🚨

Nike Air Jordan 1 Retro High Og - Hyper Royal/Sail
to the webSHOP 🌺 https://t.co/7DSxuYZh6U

#jdi #justdoit #nike #airforce1 #airforce https://t.co/rGq6mHtoms",check out our sale now nike air jordan retro high og hyper to the webshop url jdi justdoit nike airforce1 airforc url
4344,Fri Sep 07 15:15:03 +0000 2018,#nike - the new N word #nikeboycot #justdoit,nike the new n word nikeboycot justdoit
224,Fri Sep 07 15:15:00 +0000 2018,Pat Tillman has sacrificed everything. Religious people routinely sacrifice their lives for what they believe in. How exactly did Colin Kaepernick sacrifice everything? #Nike #JustDoIt https://t.co/JXRdTAKZsu,pat tillman ha sacrif everyth religi peopl routin sacrific their live for what they believ in how exactli did colin kaepernick sacrific everyth nike justdoit url
4768,Fri Sep 07 15:14:56 +0000 2018,Treat yourself to what you want. I do it all the time!! #justdoit #pixiecut #thecutlife https://t.co/LrdyvJcr8k https://t.co/cYqdRnGWv9,treat yourself to what you want i do it all the time justdoit pixiecut thecutlif url url
2703,Fri Sep 07 15:14:46 +0000 2018,"If people say your dreams are crazy.  Ask yourself, are they crazy enough? #justdoit  great ad campaign. Love it!",if peopl say your dream are crazi ask yourself are they crazi enough justdoit great ad campaign love it
4875,Fri Sep 07 15:14:44 +0000 2018,"This is just so so beautiful. Thank you, @Nike and @Kaepernick7. #JustDoIt #Believe https://t.co/taklxSbj5o",thi is just so so beauti thank you user_ment and user_ment justdoit believ url
1630,Fri Sep 07 15:14:31 +0000 2018,They were probably thinking being on the right side of History you know like not condoning racist behavior kinda like the people that support you yeah that’s it🤷🏽‍♂️ and remember #JustDoIt https://t.co/eLvpoyPedB,they were probabl think be on the right side of histori you know like not condon racist behavior kinda like the peopl that support you yeah and rememb justdoit url
4083,Fri Sep 07 15:14:29 +0000 2018,Selling a home in #StLouis? #JustDoIt #RealEstate https://t.co/axYuNrt4UW,sell a home in stloui justdoit realest url
2461,Fri Sep 07 15:14:28 +0000 2018,@tibettean @TracySkidds @nanakim1956fl @realDonaldTrump @Nike I just ordered some Nike flip flops for only $25! #JustDoIt,user_ment user_ment user_ment user_ment user_ment i just order some nike flip flop for onli justdoit
345,Fri Sep 07 15:14:28 +0000 2018,@iam__mw3o Let Me See Them Nike!!! #JustDoIt,user_ment let me see them nike justdoit
556,Fri Sep 07 15:14:18 +0000 2018,"Don’t ask if your dreams are crazy. Ask if they’re crazy enough. 
#justdoit

https://t.co/IW6FDcRTVy",ask if your dream are crazi ask if crazi enough justdoit url
3081,Fri Sep 07 15:14:03 +0000 2018,Refuse to be Broke. #justdoit #accra #ghana #foodisbae #soisbeingbroke #butmangotsidegigs #tasteghanacraabringsinnokofio #iworkhardandprayharder #accra #ghana https://t.co/M1KBTSLIb5,refus to be broke justdoit accra ghana foodisba soisbeingbrok butmangotsidegig tasteghanacraabringsinnokofio iworkhardandprayhard accra ghana url
4836,Fri Sep 07 15:13:58 +0000 2018,"@CBSNews Burn weed, not shoes (or your Tesla) #JustDoIt",user_ment burn weed not shoe or your tesla justdoit
1976,Fri Sep 07 15:13:52 +0000 2018,#JustDoIt Happy Friday Y'all!! &lt;3 https://t.co/zFJhNmLPX2,justdoit happi friday yall url
4691,Fri Sep 07 15:13:27 +0000 2018,@JamesYescalis Basic af today!!! I went with Huaraches #JustDoIt https://t.co/tTyOVZJEt6,user_ment basic af today i went with huarach justdoit url
1777,Fri Sep 07 15:13:26 +0000 2018,"Boobie Miles said knock em out with black Nikes on our feet, so we knock em out with black Nikes on our feet #Nike #Nikes #JustDoIt https://t.co/UxexoeOi9g",boobi mile said knock em out with black nike on our feet so we knock em out with black nike on our feet nike nike justdoit url
576,Fri Sep 07 15:13:21 +0000 2018,Am I the only one who thinks #Nike could've saved a fortune on advertising and got the same result and he doesn't kneel during the anthem like that #KaepernickBloke &amp; They have the #SameHair!!! #JustDoIt https://t.co/pvzWH2d7uZ,am i the onli one who think nike couldv save a fortun on advertis and got the same result and he doesnt kneel dure the anthem like that kaepernickblok they have the samehair justdoit url
4846,Fri Sep 07 15:13:20 +0000 2018,"Lol... 
ME: All day, every day.
#JustDoIt https://t.co/bc9bmIVQlA",lol me all day everi day justdoit url
4630,Fri Sep 07 15:13:15 +0000 2018,"This took place Tuesday when a 55-year-old Sean Turner, allegedly began shouting at other patrons and went behind the counter, WTTG-TV reported. The customer was asked to leave by an employee, but he allegedly threw a punch in response, according to a police report. #JustDoIt https://t.co/5uFUj02Y1d",thi took place tuesday when a sean turner allegedli began shout at other patron and went behind the counter wttgtv report the custom wa ask to leav by an employe but he allegedli threw a punch in respons accord to a polic report justdoit url
4279,Fri Sep 07 15:13:08 +0000 2018,"To you so called Nike protesters, are y’all stupid muf***as burning your jerseys too?🤔 THEY’RE MADE BY NIKE!!!! #JustDoIt✔️💯💯💪🏿 😂😂",to you so call nike protest are stupid burn your jersey made by nike
1044,Fri Sep 07 15:13:05 +0000 2018,#JustDoIt thank you @Nike ❤️ https://t.co/h1HWsdSBZI,justdoit thank you user_ment url
2206,Fri Sep 07 15:12:50 +0000 2018,"And today's #JustDoIt Hero, Graced protea Hotel. https://t.co/sGXyvH1vyW",and today justdoit hero grace protea hotel url
4061,Fri Sep 07 15:12:42 +0000 2018,EPIC Response from @Nike in regards to the controversy over their collaboration with @Kaepernick7 - #burnnike #JustDoIt https://t.co/UBD5dYq82s,epic respons from user_ment in regard to the controversi over their collabor with user_ment burnnik justdoit url
4527,Fri Sep 07 15:12:05 +0000 2018,"@realDonaldTrump Kids shot and killed in school, no reaction. Protest police brutality by kneeling during the anthem and y'all act like the world is going to end. You need to get your priorities straight.  #supportnike #JustDoIt",user_ment kid shot and kill in school no reaction protest polic brutal by kneel dure the anthem and yall act like the world is go to end you need to get your prioriti straight supportnik justdoit
3271,Fri Sep 07 15:11:54 +0000 2018,"""If you only have one hand, don't just watch football; play it, at the highest level.""

So much love for @Shaquemgriffin and @UCF. Seeing both on screen when those words were spoken - I can't even describe it. 

#chargeon #justdoit https://t.co/32Q9Gz582W",if you onli have one hand dont just watch footbal play it at the highest level so much love for user_ment and user_ment see both on screen when those word were spoken i cant even describ it chargeon justdoit url
3106,Fri Sep 07 15:11:50 +0000 2018,"So much talk about #nike right now, but all I see is their stock going up. Maybe this was the right move for them. #JustDoIt #cashflow",so much talk about nike right now but all i see is their stock go up mayb thi wa the right move for them justdoit cashflow
3580,Fri Sep 07 15:11:50 +0000 2018,@realDonaldTrump That's what #Nike &amp; several others are thinking! #TrumpIsALiar #TrumpIsARacist #TrumpIsAMoron #TrumpRussiaConspiracy #TrumpColluded #trumpforjail #whinylittlebitch #Hypocrite #fucktrump #LiarInChief #Kaepernick #ColinKaepernick #JustDoIt https://t.co/JopkVbW0Gc,user_ment that what nike sever other are think trumpisaliar trumpisaracist trumpisamoron trumprussiaconspiraci trumpcollud trumpforjail whinylittlebitch hypocrit fucktrump liarinchief kaepernick colinkaepernick justdoit url
890,Fri Sep 07 15:11:29 +0000 2018,"Tennessee deadline to register to vote is September 25th!  #JustDoIt #GetOutTheVote #Memphis
I’m voting in the midterms with @theSkimm. You should, too. Because democracy #noexcuses #SkimmLife https://t.co/KwCGrvcyvR via @theSkimm",tennesse deadlin to regist to vote is septemb justdoit getoutthevot memphi vote in the midterm with user_ment you should too becaus democraci noexcus skimmlif url via user_ment
1283,Fri Sep 07 15:11:18 +0000 2018,"@Tenncountrygal @flowerpot197 #buildthewall, like @Nike tell us, #justdoit #maga",user_ment user_ment buildthewal like user_ment tell us justdoit maga
5067,Fri Sep 07 15:11:15 +0000 2018,"For brands, following in Nike’s footsteps is a necessity, not a choice #JustDoIt Nike https://t.co/B9Kdwkh1eT https://t.co/AykX9B0n4n #tech",for brand follow in footstep is a necess not a choic justdoit nike url url tech
3450,Fri Sep 07 15:11:12 +0000 2018,Nobody cares that you're boycotting Nike. #justgetoverit #JustDoIt,nobodi care that your boycot nike justgetoverit justdoit
461,Fri Sep 07 15:11:10 +0000 2018,LMAO WHAT OTHER REASON COULD IT BE? #StopStealing #JustDoIt #JustStealIt #TheFakes #ScumGang #VerifiedCheck https://t.co/T2BFqsQQXR,lmao what other reason could it be stopsteal justdoit juststealit thefak scumgang verifiedcheck url
2523,Fri Sep 07 15:10:57 +0000 2018,"The new Nike Ad featuring Colin Kaepernick premiers. ""Believe in something even if it means sacrificing everything"". #JustDoIt

https://t.co/eSxQsg1SaA https://t.co/jA1pt8RUEz",the new nike ad featur colin kaepernick premier believ in someth even if it mean sacrif everyth justdoit url url
4519,Fri Sep 07 15:10:53 +0000 2018,I think it's a brilliant ad. #JustDoIt https://t.co/wd0zdYbQWh,i think it a brilliant ad justdoit url
2998,Fri Sep 07 15:10:48 +0000 2018,"@riotwomennn @EileenMarieSar1 #BoogersInTheFlag Never want to hear about the flag again from @POTUS @realDonaldTrump 

@DanRather
@johniadarola @funder @joncoopertweets @tedlieu @robreiner @MMFlint @mmpadellan @Amy_Siskind @AynRandPaulRyan @girlsreallyrule @LeeCamp @cenkuygur #JustDoIt #Nike #ColinKaepernick https://t.co/5FNWyWoOfG",user_ment user_ment boogersintheflag never want to hear about the flag again from user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment justdoit nike colinkaepernick url
4152,Fri Sep 07 15:10:42 +0000 2018,#JustDoIt @Nike @kobebryant @nikebasketball #MambaMentality always proud to wear #Nike brand - especially with their commitment to spotlight #RacialInequality @Kaepernick7 https://t.co/NodUPXVJdI,justdoit user_ment user_ment user_ment mambament alway proud to wear nike brand especi with their commit to spotlight racialinequ user_ment url
2025,Fri Sep 07 15:10:39 +0000 2018,"@DanPatrick #justdoit We in TX already know you are corrupted with the power of your position. As someone in education, you have cared more about bathrooms &amp; vouchers than the millions of kids in our public schools. Shame on you.",user_ment justdoit we in tx alreadi know you are corrupt with the power of your posit as someon in educ you have care more about bathroom voucher than the million of kid in our public school shame on you
2438,Fri Sep 07 15:10:26 +0000 2018,"My first thought: a really moving Nike campaign

My second thought: take it a step further... sacrifice everything like that NFL uniform &amp; apparel contract

#whenmarketingprinciple #maximizeshareholdervalue #justdoit",my first thought a realli move nike campaign my second thought take it a step further sacrific everyth like that nfl uniform apparel contract whenmarketingprincipl maximizeshareholdervalu justdoit
4415,Fri Sep 07 15:10:22 +0000 2018,"For brands, following in Nike’s footsteps is a necessity, not a choice #JustDoIt @Nike https://t.co/GyEAjOmsyi https://t.co/Naw9SGkd7m",for brand follow in footstep is a necess not a choic justdoit user_ment url url
4778,Fri Sep 07 15:10:09 +0000 2018,"@HEALTHWORKS Yes, thanks for featuring Grady! Just saw him highlighted in the @nike commercial with #Kap.  #JustDoIt.",user_ment ye thank for featur gradi just saw him highlight in the user_ment commerci with kap justdoit
4639,Fri Sep 07 15:10:02 +0000 2018,"Just one marijuana can ruin your life. But sometimes, it's worth it. #Awareness #JustDoIt https://t.co/8Qe1i6sRbs",just one marijuana can ruin your life but sometim it worth it awar justdoit url
4100,Fri Sep 07 15:10:01 +0000 2018,"“Believe in something. Even if that means sacrificing everything.” 

✊🏿 @Kaepernick7 #JustDoIt https://t.co/ebEmjWLsZl",in someth even if that mean sacrif user_ment justdoit url
1186,Fri Sep 07 15:09:34 +0000 2018,Love is a verb. #JustDoIt,love is a verb justdoit
4238,Fri Sep 07 15:09:22 +0000 2018,"Believe you can and just do it
#JustDoIt #nike",believ you can and just do it justdoit nike
1864,Fri Sep 07 15:08:41 +0000 2018,"This might sound so stupid, but we’re an uber capitalist society, so why not declare an official Warren Buffett day while he’s still here, so he can enjoy it? Heck, we can even get Coke to sponsor a parade down Wall Street... #JustDoIt",thi might sound so stupid but an uber capitalist societi so whi not declar an offici warren buffett day while still here so he can enjoy it heck we can even get coke to sponsor a parad down wall street justdoit
2590,Fri Sep 07 15:08:38 +0000 2018,Haters gon' hate! #JustDoIt https://t.co/8iTqJqb5Oz,hater gon hate justdoit url
1074,Fri Sep 07 15:08:23 +0000 2018,"@realDonaldTrump @Nike @Kaepernick7 "" GO @Kaepernick7 GO !!! ""
"" GO @Nike GO !!! ""
"" #JustDoIt ""
 https://t.co/rK5cJPr3tI",user_ment user_ment user_ment go user_ment go go user_ment go justdoit url
1983,Fri Sep 07 15:07:40 +0000 2018,"I'm betting a good percentage of the folks hating the @Nike / @Kaepernick7 ad are as upset about the athlete wearing ""that he-jab"" on her head.   #JustDoIt",im bet a good percentag of the folk hate the user_ment user_ment ad are as upset about the athlet wear that hejab on her head justdoit
967,Fri Sep 07 15:07:38 +0000 2018,@sassyank @nanakim1956fl @realDonaldTrump @Nike They have alot to choose from...nice colors good workout gear #JustDoIt,user_ment user_ment user_ment user_ment they have alot to choos from nice color good workout gear justdoit
1530,Fri Sep 07 15:07:34 +0000 2018,Y’all need to stop worrying about Nikes and go grab yourselves a pair of Justin work boots and take your asses to work! #Justdoit,need to stop worri about nike and go grab yourselv a pair of justin work boot and take your ass to work justdoit
4914,Fri Sep 07 15:07:33 +0000 2018,Casual Friday vibes. 👟 #nikeairforce1 #wedges #justdoit #standwithkap https://t.co/XRO2kkPjJS,casual friday vibe nikeairforce1 wedg justdoit standwithkap url
1808,Fri Sep 07 15:07:20 +0000 2018,"@realDonaldTrump Nike knows being fearless of people like you is the right thing to do. 
#ITMFA #nike #justdoit #freedom #25thAmendmentNow",user_ment nike know be fearless of peopl like you is the right thing to do itmfa nike justdoit freedom
1854,Fri Sep 07 15:06:32 +0000 2018,"Lookie, lookie what I found for @The4thRoger #JustDoIt #Nike #fourthstreetfinds https://t.co/iqnUe96L7A",looki looki what i found for user_ment justdoit nike fourthstreetfind url
4334,Fri Sep 07 15:06:09 +0000 2018,"""If you know you know!"" #justdoit @Nike",if you know you know justdoit user_ment
4456,Fri Sep 07 15:06:07 +0000 2018,"We have to continue to fight against #racism, #policebrutality, and #bigotry; even when it’s tough, even when it’s not popular, even when it’s uncomfortable, even when they spit in our faces...  because it is WRONG! @Kaepernick7 @Nike #JustDoIt #ColinKaepernick #NikeAd #Nike https://t.co/unblOd2AAl",we have to continu to fight against racism policebrut and bigotri even when tough even when not popular even when uncomfort even when they spit in our face becaus it is wrong user_ment user_ment justdoit colinkaepernick nikead nike url
2743,Fri Sep 07 15:05:45 +0000 2018,This Is the klubkimmy nike commercial... Ight so boom just do it 😭😭😭😭 #justdoit #Nike #comedy #jokes #comedicgenius #klubkimmy #kimmykult🔥 #frommedicaid💳togetting💰 #offthemeatracket https://t.co/ilg4TTG6jT,thi is the klubkimmi nike commerci ight so boom just do it justdoit nike comedi joke comedicgeniu klubkimmi offthemeatracket url
339,Fri Sep 07 15:05:25 +0000 2018,@AwakeToday All colleges and schools should follow Ozarks lead and #JustDoIt #DumpNike,user_ment all colleg and school should follow ozark lead and justdoit dumpnik
34,Fri Sep 07 15:05:18 +0000 2018,"@realDonaldTrump RESIGN
#justdoit

#Nike",user_ment resign justdoit nike
906,Fri Sep 07 15:05:09 +0000 2018,"Happy #FreedomFriday !!! Social Justice and Leadership are 2/3 of our pillars. Colin Kaepernick is embodying both of these qualities with his previous actions and new #Nike campaign.     Are you with Kap?
#colinkaepernick #JustDoIt #UTC #JoinTheFort https://t.co/jeAG46l8w7",happi freedomfriday social justic and leadership are of our pillar colin kaepernick is embodi both of these qualiti with hi previou action and new nike campaign are you with kap colinkaepernick justdoit utc jointhefort url
188,Fri Sep 07 15:04:13 +0000 2018,"This Is the klubkimmy nike commercial... Ight so boom just do it 😭😭😭😭

#justdoit #Nike #comedy #jokes #comedicgenius #klubkimmy #kimmykult🔥 #frommedicaid💳togetting💰 #offthemeatracket https://t.co/35CLV3P5v6",thi is the klubkimmi nike commerci ight so boom just do it justdoit nike comedi joke comedicgeniu klubkimmi offthemeatracket url
2290,Fri Sep 07 15:04:10 +0000 2018,"So @Nike is showing kids it’s ok to be different and to strive to be the best person you can be. Everyone can be great. Believe in yourself. 

Those bastards....😬 

#JustDoit",so user_ment is show kid ok to be differ and to strive to be the best person you can be everyon can be great believ in yourself those bastard justdoit
1470,Fri Sep 07 15:03:58 +0000 2018,Such an inspirational quotes and motivation 😂😂😂. Thanos quote motivated me more😂😂. #justdoit✔️ #Nike #Thanos #Pooh #Groot https://t.co/ayA2YzcPl7,such an inspir quot and motiv thano quot motiv me nike thano pooh groot url
3727,Fri Sep 07 15:03:43 +0000 2018,"@seanhannity Hard to understand why this young man @WauwatosaPD was handcuffed &amp; put into a police car. I support our brave men &amp; women who protect us everyday. But I also support  @Nike, @Kaepernick7, kneel with respect for the rights of others. #JustDoIt",user_ment hard to understand whi thi young man user_ment wa handcuf put into a polic car i support our brave men women who protect us everyday but i also support user_ment user_ment kneel with respect for the right of other justdoit
4367,Fri Sep 07 15:03:37 +0000 2018,"My contribution to the @Nike campaign. 
Thanks for providing America with shoes my whole life and now a lifetime supply of memes #JustDoIt https://t.co/gDkxtQy9DB",my contribut to the user_ment campaign thank for provid america with shoe my whole life and now a lifetim suppli of meme justdoit url
471,Fri Sep 07 15:03:20 +0000 2018,"Bought a cute @Nike #JustDoIt sweatshirt yesterday. I’m with @Kaepernick7! Kneeling protest isn’t disrespectful; attacking the Bill of Right is (privacy, free press, etc.) and voting rights is.",bought a cute user_ment justdoit sweatshirt yesterday with user_ment kneel protest disrespect attack the bill of right is privaci free press etc and vote right is
4755,Fri Sep 07 15:03:11 +0000 2018,Current #stock price $80 and some change. Exchange symbol NKE . I’m in! #justdoit @nike #serenawilliams #colinkaepernick #nike https://t.co/eY4N4XM1b4,current stock price and some chang exchang symbol nke in justdoit user_ment serenawilliam colinkaepernick nike url
4351,Fri Sep 07 15:02:58 +0000 2018,"if u a #hater im a #arthur
my #daddy #darthvader 
i know thats my #father
by @evulholic

#justdoit
#nike
#BuenViernes
#ساعه_استجابه
#ElonMusk
#FridayFeeling
#アントマン
#7deSetembro
#Petta
#np
#SierraBurgess
#JoeRogan
#outnow
#musicindustry
#soundcloud
https://t.co/4J0Zq9lTUx",if u a hater im a arthur my daddi darthvad i know that my father by user_ment justdoit nike buenviern elonmusk fridayfeel petta np sierraburgess joerogan outnow musicindustri soundcloud url
1185,Fri Sep 07 15:02:55 +0000 2018,"@]larryelder
(Overheard, II)

I returned a pair of Nike shoes yesterday for a refund, and the clerk asked me what was wrong with them. I told her they hurt my feet when I stood up for the national anthem.

#JustDoIt",user_ment overheard ii i return a pair of nike shoe yesterday for a refund and the clerk ask me what wa wrong with them i told her they hurt my feet when i stood up for the nation anthem justdoit
4994,Fri Sep 07 15:02:53 +0000 2018,@FoxNews I think their stock says otherwise as does their overwhelming presence in American culture. #justdoit,user_ment i think their stock say otherwis as doe their overwhelm presenc in american cultur justdoit
3787,Fri Sep 07 15:02:49 +0000 2018,"This is fucking ridiculous!  Listen up, people need to mind their own fucking business ✌🏼 #Justdoit https://t.co/GC3qSXCexc",thi is fuck ridicul listen up peopl need to mind their own fuck busi justdoit url
2578,Fri Sep 07 15:02:43 +0000 2018,It’s never too late to start or reset and start again! #JustDoIt #movingforward,never too late to start or reset and start again justdoit movingforward
5069,Fri Sep 07 15:02:37 +0000 2018,"There is not enough crazy. #JustDoIt 
https://t.co/mBgfK1daih",there is not enough crazi justdoit url
2651,Fri Sep 07 15:02:37 +0000 2018,"Create Your Own Nike Just Do It Colin Kaepernick Meme With This Free Template: https://t.co/ajJAwqu5j4

#Nike #ColinKaepernick #JustDoIt https://t.co/25q9Kim2me",creat your own nike just do it colin kaepernick meme with thi free templat url nike colinkaepernick justdoit url
2111,Fri Sep 07 15:02:33 +0000 2018,"@serenawilliams @OlympiaOhanian You are gonna win u champ,  every time u play in grandslam, it's given, nothing holds u back. Now just go grab that milestone 🏆 #USOPEN #JustDoIt",user_ment user_ment you are gonna win u champ everi time u play in grandslam it given noth hold u back now just go grab that mileston usopen justdoit
506,Fri Sep 07 15:02:15 +0000 2018,@realDonaldTrump They where thinking #JustDoIt,user_ment they where think justdoit
1367,Fri Sep 07 15:02:10 +0000 2018,A better campaign to improve society.  #JustDoIt https://t.co/zumcqETCyw,a better campaign to improv societi justdoit url
3796,Fri Sep 07 15:01:46 +0000 2018,"Awesome Nike commercial! I’m inspired! You should be, too! #JustDoIt https://t.co/4dkkTERKZH",awesom nike commerci inspir you should be too justdoit url
2191,Fri Sep 07 15:01:40 +0000 2018,2018--the year @Nike chose @Kaepernick7 as the face of #JustDoIt--is 50 yrs since the iconic human rights salute at the 1968 Mexico City Olympics.  This article on athlete activism by @WorldPlayersUtd ED @BrendanSchwab shows what has &amp; hasn't changed in the past 1/2 century ✊🏿 https://t.co/SPSRGD9HWO,year user_ment chose user_ment as the face of justdoiti yr sinc the icon human right salut at the mexico citi olymp thi articl on athlet activ by user_ment ed user_ment show what ha hasnt chang in the past centuri url
1114,Fri Sep 07 15:01:20 +0000 2018,I 100% support Nike for what they are doing and standing for . Y’all looking so dumb cutting and burning your already paid for clothes ... #JustDoIt,i support nike for what they are do and stand for look so dumb cut and burn your alreadi paid for cloth justdoit
3178,Fri Sep 07 15:01:12 +0000 2018,They increase fat. #justdoit #noexcuses #fitness https://t.co/1Y0JXzQjyM,they increas fat justdoit noexcus fit url
