,tweet_created_at,tweet_full_text,text_clean
2740,Fri Sep 07 01:27:58 +0000 2018,@Nike I support your new #JustDoIt it campaign. Funny thing not seeing anyone burn their #jordans though. #Kapernick. Loved my #Nike Striker #soccer shoes.,user_ment i support your new justdoit it campaign funni thing not see anyon burn their jordan though kapernick love my nike striker soccer shoe
1497,Fri Sep 07 01:27:57 +0000 2018,"@realDonaldTrump You enjoy your little ego boosting event.  I will watch the NFL game with my Eagles, you know, the guys who never came to the Whitehouse after winning the superbowl. #JustDoIt",user_ment you enjoy your littl ego boost event i will watch the nfl game with my eagl you know the guy who never came to the whitehous after win the superbowl justdoit
3112,Fri Sep 07 01:27:50 +0000 2018,I'll accept #Nike gear from anyone looking to unload. #JustDoIt,ill accept nike gear from anyon look to unload justdoit
4839,Fri Sep 07 01:27:50 +0000 2018,"@TopRopeTravis Thank you so much for your 7 tours of duty. That is a mighty commitment. We live in a land where real patriots #TakeAKnee as a silent protest against racism, racial profiling, cops killing black men in their backyards when they are on their cell phones. #BLM #JustDoIt #ImWithKaep",user_ment thank you so much for your tour of duti that is a mighti commit we live in a land where real patriot takeakne as a silent protest against racism racial profil cop kill black men in their backyard when they are on their cell phone blm justdoit imwithkaep
2044,Fri Sep 07 01:27:33 +0000 2018,"My BitMoji Rockin' Dat #Nike and so should You!💪👌 #fuckwhatdemhatassay
#JustDoIt https://t.co/YDImZAPAji",my bitmoji rockin dat nike and so should fuckwhatdemhatassay justdoit url
3738,Fri Sep 07 01:27:29 +0000 2018,"@MattForMontana Sup dude? Just heard you say you’re going to protect our public lands. PROVE IT! Start with protecting wild horses. Your first act in office should be to #PROTECTOURWILDHORSESONOURPUBLICLANDS
#STOPHORSESLAUGHTER 
Do your part. Prove you’re worthy. #JustDoIt",user_ment sup dude just heard you say go to protect our public land prove it start with protect wild hors your first act in offic should be to protectourwildhorsesonourpublicland stophorseslaught do your part prove worthi justdoit
602,Fri Sep 07 01:27:28 +0000 2018,#ThursdayNightFootball Thursday Night What 🤔I’ll #justdoit and Pass,thursdaynightfootbal thursday night what justdoit and pass
1071,Fri Sep 07 01:27:27 +0000 2018,Believe in the 3 Is’. Intensity. Integrity. Intelligence. #itstrue #justdoit https://t.co/rDZ29gYKTd,believ in the intens integr intellig itstru justdoit url
1269,Fri Sep 07 01:27:24 +0000 2018,"Oh yea!!! season starts tonight!!’ It’s all BIG BLUE in this house!!’ No others allowed!!!
Drop your team below!!! Let’s get it!
#justdoit
🏈: @obj_3
👟:… https://t.co/HzLFpFfrg0",oh yea season start all big blue in thi no other allow drop your team below get it justdoit user_ment url
333,Fri Sep 07 01:27:23 +0000 2018,"@replouiegohmert @Faye0226 @POTUS #JustDoIt 
@realDonaldTrump needs an #InsurancePolicyRewrite📝",user_ment user_ment user_ment justdoit user_ment need an
2978,Fri Sep 07 01:27:11 +0000 2018,"@HarleyPlays @CaLLzyy_ @PrinceAtari Yup. Im 9 weeks in and just over 35 pounds lighter. If you do it, it works. #justdoit",user_ment user_ment user_ment yup im week in and just over pound lighter if you do it it work justdoit
4237,Fri Sep 07 01:27:03 +0000 2018,"@Travon Some of us are educated sympathetic, empathetic and open minded. #justsaying #JustDoIt",user_ment some of us are educ sympathet empathet and open mind justsay justdoit
564,Fri Sep 07 01:27:02 +0000 2018,"@Kaepernick7  I support Colin Kaepernick
#imwithkap #justdoit",user_ment i support colin kaepernick imwithkap justdoit
1092,Fri Sep 07 01:26:49 +0000 2018,"The REASON @Kaepernick7 and @Nike teamed up for their 30yr anniversary of #justdoit is because YOU MOTHERFUCKERS STILL. DO. NOT. GET. IT. {Again} it was NEVER about the flag or what so many ""believe"" it represents. #todaysTEDTalk",the reason user_ment and user_ment team up for their anniversari of justdoit is becaus you motherfuck still do not get it it wa never about the flag or what so mani believ it repres todaystedtalk
1247,Fri Sep 07 01:26:47 +0000 2018,This would be the perfect ad for a Nike/WWE partnership. #WWE #JustDoIt #RAW #Nike https://t.co/qTX4sJUtXQ,thi would be the perfect ad for a partnership wwe justdoit raw nike url
4310,Fri Sep 07 01:26:42 +0000 2018,Spot the difference 🧐 @Pchiddy saw it coming? 🤭 #JustDoIt  #patrickchan #TeamCanada https://t.co/eCf4kuVxYB,spot the differ user_ment saw it come justdoit patrickchan teamcanada url
2476,Fri Sep 07 01:26:31 +0000 2018,"Reposting @kimbondy:⠀
...⠀
""#Repost @nikimoorefunny with get_repost⠀
・・・⠀
THAT PART!! #ThisIsAmerica 😶 #TeamDL #Nike #JustDoIt #ColinKaepernick"" https://t.co/miTo5fZ4iz",repost user_ment repost user_ment with that part thisisamerica teamdl nike justdoit colinkaepernick url
4313,Fri Sep 07 01:26:30 +0000 2018,"People thinking Nike is losing $ over Kapernick ad are not well informed. We, marketers, do market research before spending $ on ads, it must have been a good ROI for Nike to do it #JustDoIt",peopl think nike is lose over kapernick ad are not well inform we market do market research befor spend on ad it must have been a good roi for nike to do it justdoit
4194,Fri Sep 07 01:26:09 +0000 2018,"Just Released--@Ace_Metrix reveals how viewers responded to @Nike's new creative, #DreamCrazy, and its partnership with @Kaepernick7: https://t.co/pZjBXPhegb #KaepernickNikeAd #JustDoIt https://t.co/bRVejL7qRK",just releaseduser_ment reveal how viewer respond to user_ment new creativ dreamcrazi and it partnership with user_ment url kaepernicknikead justdoit url
2280,Fri Sep 07 01:25:57 +0000 2018,Los/as invito a ver y compartir este vídeo Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/Tyua4rHukf,invito a ver y compartir est ask if your dream are crazi ask if crazi enough justdoit url
2328,Fri Sep 07 01:25:31 +0000 2018,@CofOHardWorkU  wonder how many students of color agree with your misguided take on kneeling. Hopefully others are still open to listening and learning #JustDoIt @Nike https://t.co/0KJ5qPpm6j,user_ment wonder how mani student of color agre with your misguid take on kneel hope other are still open to listen and learn justdoit user_ment url
4304,Fri Sep 07 01:25:31 +0000 2018,Ya'll need to quit worrying about Nikes and go grab yourselves a pair of Justin work boots and take ya asses to work #justdoit,yall need to quit worri about nike and go grab yourselv a pair of justin work boot and take ya ass to work justdoit
1243,Fri Sep 07 01:25:28 +0000 2018,"""Believe in something. Even if it costs someone else everything. #JustDoIt."" - #Bernie #Kaepernick https://t.co/60q0zynKgT",believ in someth even if it cost someon els everyth justdoit berni kaepernick url
2824,Fri Sep 07 01:25:19 +0000 2018,"Just do it or dont mfs #justdoit @ Kansas City, Missouri https://t.co/XfDcRQkybF",just do it or dont mf justdoit kansa citi missouri url
4728,Fri Sep 07 01:25:17 +0000 2018,"I LOVE THIS!!! #chills, #justdoit, #ImWithKaep https://t.co/S4xEKHpSiC",i love thi chill justdoit imwithkaep url
4908,Fri Sep 07 01:25:12 +0000 2018,@TrinaBraxton @TraciBraxton @TamarBraxtonHer @towandabraxton @tonibraxton I've adjusted my work schedule to be with you all on Thursdays........#fixitjesus #nike #justdoit,user_ment user_ment user_ment user_ment user_ment ive adjust my work schedul to be with you all on thursday fixitjesu nike justdoit
2697,Fri Sep 07 01:25:06 +0000 2018,"@LibturdSmasher @jillosophy @FredMer39027021 @jimbo_always @TeedIsMe @Praxicylene @SCBelle6 @GeanineC @David_MagaUSA @Freed0mFirst @NaceBeth @fightinirish109 @dybarb @youlosenordys @RealBiddle @WillOfThePeopl5 @AmericanLaoch @Dr_Kaco @KevinMarriageDr @ElderLansing @byteflyer @Baby___Del @Satchalistic1 @Mongo444444 @The2ndA @J_MAGA @willthomas_80 @BillNJenGreen15 @mericusnation @Patriotmom2one @raypjrone @AshleyW838 @aseeger3 @MakeNEGrrAgain @clintonhill889 @SandySega @BlackfootJon2 @imf_hunt @isis_ghost @TheUKDude1 @Briteeye777 @Red_Baron63 @Smhulk1 @Tallie14211271 @RokkerFiveOne @RealCharlesMoon @EasyGoLance @sherryteal3 @pattyann2358 @MistaBRONCO The #Nike brand is just like #ColinKaepernick. NO CLASS, NO RESPECT.

#NikeBoycott #BoycottNike #NikeAd #JustDoIt #NFL #Kaepernick",user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment the nike brand is just like colinkaepernick no class no respect nikeboycott boycottnik nikead justdoit nfl kaepernick
4676,Fri Sep 07 01:24:52 +0000 2018,Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit,ask if your dream are crazi ask if crazi enough justdoit
1939,Fri Sep 07 01:24:43 +0000 2018,"We won!!!! 🏈 🤸🏾‍♀️ .
.
.
.
.
.
#mysonandme #joke #justdoit #healthylifestyle #happy #weightlossjourney #photooftheday #strong #healthy #wellness #fit #motivation #success https://t.co/nHeaeswj61 https://t.co/6rtCFO5Fi0",we won mysonandm joke justdoit healthylifestyl happi weightlossjourney photooftheday strong healthi well fit motiv success url url
5044,Fri Sep 07 01:24:29 +0000 2018,One way to resolve the issue of players kneeling during the National Anthem is to replace the Stars on the American flag with Nike's Swoosh Logo.  That'll get em to remain standing ;-)  #Nike #JustDoIt #ColinKaepernick #Flag https://t.co/fRFkZDC1WV,one way to resolv the issu of player kneel dure the nation anthem is to replac the star on the american flag with nike swoosh logo thatll get em to remain stand emo_po nike justdoit colinkaepernick flag url
1543,Fri Sep 07 01:24:21 +0000 2018,"Just do it 😂😂

#Jamaicansbelike #JustDoIt #Toronto https://t.co/PVkCMkEenO",just do it jamaicansbelik justdoit toronto url
3590,Fri Sep 07 01:24:19 +0000 2018,S/O to everyone for taking advantage of Big Baller Brand 30% OFF Back-to-School special in honor of Colin Kaepernick. #geturmerch 🤷‍♂️ #justdoit https://t.co/b5A9T3cyZL,to everyon for take advantag of big baller brand off backtoschool special in honor of colin kaepernick geturmerch justdoit url
541,Fri Sep 07 01:24:15 +0000 2018,"Because I’m a reasonable, tolerant, evolved human being, I get to watch the season premiere of #NFL’s #ThrusdayNightFootball #NFL2018 #NFLKickoff #ATLvsPHI which of course all the loyal, principled trumpHumpers are boycotting...

BTW the stadium is packed #JustDoIt #TakeAKnee https://t.co/PMNM90wSDu",becaus a reason toler evolv human be i get to watch the season premier of thrusdaynightfootbal nfl2018 nflkickoff atlvsphi which of cours all the loyal principl trumphump are boycot btw the stadium is pack justdoit takeakne url
2673,Fri Sep 07 01:23:39 +0000 2018,"LOL. I had to make this up. Who knows, maybe some positivity will reverse the curse. #CurseOfMarino

Believe in Ryan Tannehill. #JustDoIt #FinsUp https://t.co/HkftT3uYK2",lol i had to make thi up who know mayb some posit will revers the curs curseofmarino believ in ryan tannehil justdoit finsup url
2183,Fri Sep 07 01:23:37 +0000 2018,How impressive is this? 👇🏽👇🏽👇🏽#JustDoIt https://t.co/YrLodl12Yf,how impress is thi justdoit url
4391,Fri Sep 07 01:23:36 +0000 2018,"@ListenToEzra @Havok_2O18 @TheSWPrincess @1Jedi_Rey @NatCookResists @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 @ChicagoBears @ManInTheHoody @AllensOpEd @CyrusToulabi @MissyElliott @Alyssa_Milano @TheRevAl @JoyAnnReid @CoryBooker Did everyone just write this now? 
Creating poetry
Together?

Wow! 
#JustDoIt 
#TakeAKnee 
#ImWithKaep 
#ResistancePoets",user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment did everyon just write thi now creat poetri togeth wow justdoit takeakne imwithkaep resistancepoet
1306,Fri Sep 07 01:23:34 +0000 2018,"We all so fed up.
Cory said, “BRING IT. BRING THE CHARGES.” #JustDoIt 😂😂😂😂",we all so fed up cori said it bring the justdoit
702,Fri Sep 07 01:23:34 +0000 2018,Serena is a whole mood right now! #dreamit #ownit #justdoit #dontcallitacomeback #shesbeenhereforyears #thismama #thismamasgonnaknockyouout #serenawilliams #goat https://t.co/vFswdLhG5Y,serena is a whole mood right now dreamit ownit justdoit dontcallitacomeback shesbeenhereforyear thismama thismamasgonnaknockyouout serenawilliam goat url
2684,Fri Sep 07 01:23:32 +0000 2018,Trump’s White House is one giant snake pit! 🤦🏽‍♀️ #TrumpResign #justdoit White House aides turn on each other in hunt for op-ed author - POLITICO https://t.co/xHkRciWfnm,white hous is one giant snake pit trumpresign justdoit white hous aid turn on each other in hunt for ope author politico url
1907,Fri Sep 07 01:23:19 +0000 2018,@TheSharkDaymond @Nike @Kaepernick7 Love that you tweeted this and I love that Nike is so much more than something to wear! Nike is def. my #1 brand #JustDoIt,user_ment user_ment user_ment love that you tweet thi and i love that nike is so much more than someth to wear nike is def my brand justdoit
4536,Fri Sep 07 01:23:14 +0000 2018,"Opening day for the NFL season underway... So how many of y’all got up from your couch to stand at attention during the anthem tonight? Asking for a friend 👀....
#JustDoIt",open day for the nfl season underway so how mani of got up from your couch to stand at attent dure the anthem tonight ask for a friend justdoit
3620,Fri Sep 07 01:23:05 +0000 2018,@BoyzIIMen should have song the National Anthem on Bended Knee 😳🤗😂✊🏾🏈 #ATLvsPHI #NFLkickoff2018 #BoyzIIMen #NationalAnthem  #justdoit,user_ment should have song the nation anthem on bend knee atlvsphi nflkickoff2018 boyziimen nationalanthem justdoit
355,Fri Sep 07 01:23:02 +0000 2018,"Tuned into tonight’s @NFL game, not because I’m eager to watch the Eagles but because I can’t wait to see @Kaepernick7 star in Nike’s commercial. #JustDoIt #resistance #TakeAKnee",tune into user_ment game not becaus eager to watch the eagl but becaus i wait to see user_ment star in commerci justdoit resist takeakne
